Authors,Author(s) ID,Title,Year,Source title,Cited by,DOI,Link,Abstract,Publication Stage,Access Type,EID
"Zhang Y.-K., Wang Y.-J., Lei Z.-N., Zhang G.-N., Zhang X.-Y., Wang D.-S., Al-Rihani S.B., Shukla S., Ambudkar S.V., Kaddoumi A., Shi Z., Chen Z.-S.","56002640600;56002648400;57194018968;56001708400;57192506584;55561385000;57160273500;56225397400;7006013691;6602317443;35286140100;7409482558;","Regorafenib antagonizes BCRP-mediated multidrug resistance in colon cancer",2019,"Cancer Letters",,"10.1016/j.canlet.2018.10.032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056149675&doi=10.1016%2fj.canlet.2018.10.032&partnerID=40&md5=107b3d37d1b361426a2231c1ee10d395","Overexpression of breast cancer resistance protein (BCRP) has been shown to produce multidrug resistance (MDR) in colon cancer, leading to major obstacles for chemotherapy. In this study, we evaluated the effect of regorafenib, an oral multi-kinase inhibitor, in inhibiting BCRP-mediated MDR in silico, in vitro and in vivo. We found that regorafenib significantly sensitized MDR colon cancer cells to BCRP substrates by increasing their intracellular accumulation. There are no significant changes in the expression level or the subcellular distribution of BCRP in the cells exposed to regorafenib. Investigation of the mechanism revealed that regorafenib stimulated BCRP ATPase activity. Our induced-fit docking and molecular dynamics simulations suggested the existence of a strong and stable interaction between regorafenib and the transmembrane domain of human crystalized BCRP. In vivo tumor xenograft study revealed that the combination of regorafenib and topotecan exhibited synergistic effects on mitoxantrone-resistant S1-M1-80 xenograft tumors. In conclusion, our studies indicate that regorafenib would be beneficial in combating MDR in colon cancer. © 2018 Elsevier B.V.","Final",,2-s2.0-85056149675
"Haque W., Arms A., Verma V., Hatch S., Brian Butler E., Teh B.S.","55676905500;57205262154;56007936500;7006018930;57206715742;35393732200;","Outcomes of pleomorphic lobular carcinoma versus invasive lobular carcinoma",2019,"Breast",2,"10.1016/j.breast.2018.11.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059323986&doi=10.1016%2fj.breast.2018.11.007&partnerID=40&md5=4ab204f5972b3d0617560f5b41b923ca","Purpose: Pleomorphic lobular carcinoma (PLC) is a rare histologic variant of invasive lobular carcinoma (ILC) that has been associated with worse clinical outcomes than classic ILC. Owing to its rarity, high-volume studies of its clinical characteristics and prognosis are lacking. The purpose of this study was to use a large, contemporary cancer database to investigate the clinical characteristics and survival outcomes for patients with PLC. Methods: The National Cancer Database (NCDB) was queried for women with cT1-4N1-3M0 breast cancer with either ILC or PLC histology having received definitive surgical therapy. Chi-squared analysis was performed to determine differences between the cohorts. Kaplan-Meier analysis evaluated overall survival (OS) between all patients and between patients when stratifying by age and subtype. Cox proportional hazards modeling determined variables associated with OS. Results: A total of 115,260 patients met the study criteria; of these, 114,859 (99.6%) had ILC, while 401 (0.4%) had PLC. A greater proportion of patients with PLC had T3-4 and node-positive disease, and were more likely to have ER- and HER2+ disease. PLC histology was associated with worse OS on both univariate and multivariate analysis (p < 0.001). PLC was associated with poorer OS in subgroups that were T3-4/N+ (but not T1-2N0) disease and ER+ (but not ER-) cancers, but not by HER2 status. Conclusions: Patients with PLC, who were more likely to have ER- and HER2+ disease, experienced worse OS than patients with ILC, which may be limited to patients with more advanced clinical stage and ER + disease. Further work is needed to determine the optimal treatment for this more aggressive form of breast cancer. © 2018 Elsevier Ltd","Final",,2-s2.0-85059323986
"Bloom D.L., Chapman B.M., Wheeler S.B., McGuire K.P., Lee C.N., Weinfurt K., Rosenstein D.L., Plichta J.K., Jacobson Vann J.C., Hwang E.S.","56921463200;57205221535;36883643800;15056270300;7410146064;7003762498;7006227789;55221046400;57190116182;8871543100;","Reframing the conversation about contralateral prophylactic mastectomy: Preparing women for postsurgical realities",2019,"Psycho-Oncology",,"10.1002/pon.4955","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059114713&doi=10.1002%2fpon.4955&partnerID=40&md5=c7efcd18a14bcd59d4158023499453df","Objective: Women with unilateral, early-stage breast cancer and low genetic risk are increasingly opting for contralateral prophylactic mastectomy (CPM), a concerning trend because CPM offers few clinical benefits while increasing risks of surgical complications. Few qualitative studies have analyzed factors motivating this irreversible decision. Using qualitative methods, this study sought to understand women's decision making and the impact of CPM on self-confidence, sense of femininity, sexual intimacy, and peace of mind. Methods: Women who had CPM within the last 10 years were recruited to participate in the study. We conducted a thematic analysis of the data. Results: Forty-five women were interviewed. When making the decision for CPM, most had incomplete knowledge of potential negative outcomes. However, all believed CPM had more benefits than harms and would confer the most peace of mind and the fewest regrets should cancer return. They knew their contralateral breast cancer risk was low but were not persuaded by statistics. They wanted to do everything possible to reduce their risk of another breast cancer, even by a minimal amount, but most reported paying an unexpectedly high price for this small reduction in risk. Nevertheless, 41 of 45 reported that they would make the same decision again. Conclusions: These findings highlight an opportunity for physicians to reframe the conversation to focus on the patient experience of the tradeoffs of CPM rather than statistical odds of future cancers. Our findings suggest that more data may not dissuade women from CPM but may better prepare them for its outcomes. © 2018 John Wiley & Sons, Ltd.","Final",,2-s2.0-85059114713
"Mahale P., Engels E.A., Koshiol J.","55134783700;7006883183;14028762800;","Hepatitis B virus infection and the risk of cancer in the elderly US population",2019,"International Journal of Cancer",1,"10.1002/ijc.31643","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056361440&doi=10.1002%2fijc.31643&partnerID=40&md5=3ef4161d75c1714deeea375edf6e70f9","Hepatitis B virus (HBV) infection causes hepatocellular carcinoma (HCC). Associations with other cancers are not established. We systematically assessed associations between HBV infection and cancers in the US elderly population. We conducted a case–control study using the Surveillance, Epidemiology, and End Results (SEER)-Medicare database in US adults aged ≥66 years. Cases (N = 1,825,316) were people with first cancers diagnosed in SEER registries (1993–2013). Controls (N = 200,000) were randomly selected, cancer-free individuals who were frequency-matched to cases on age, sex, race and calendar year. Associations with HBV infection (ascertained by Medicare claims) were assessed by logistic regression. HBV prevalence was higher in cases than controls (0.6% vs. 0.5%). HBV was positively associated with cancers of the stomach (adjusted odds ratio [aOR] = 1.19; 95% confidence intervals [CI] = 1.03–1.37), anus (1.66; 1.17–2.33), liver (10.6; 9.66–11.6), intrahepatic bile ducts (1.67; 1.18–2.37), nasopharynx (2.08; 1.33–3.25), as well as myelodysplastic syndrome (1.26; 1.07–1.49) and diffuse large B-cell lymphoma (DLBCL) (1.24; 1.06–1.46). Inverse associations were observed with female breast (aOR = 0.86; 95%CI = 0.76–0.98) and prostate (0.81; 0.73–0.91) cancers and chronic lymphocytic leukemia (0.77; 0.62–0.96). Associations were maintained in sensitivity analyses conducted in people without claims for cirrhosis or hepatitis C or human immunodeficiency virus infections. HBV infection is associated with increased risk of cancers other than HCC, such as bile duct cancers and DLBCL. The biological mechanisms by which HBV may lead to these cancers need to be explored. Published 2018. This article is a U.S. Government work and is in the public domain in the USA.","Final",,2-s2.0-85056361440
"Harini L., Srivastava S., Gnanakumar G.P., Karthikeyan B., Ross C., Krishnakumar V., Kannan V.R., Sundar K., Kathiresan T.","56811421400;56327371000;55234421100;36504094900;7402593378;14031718000;57190691549;7003264215;25951483100;","An ingenious non-spherical mesoporous silica nanoparticle cargo with curcumin induces mitochondria-mediated apoptosis in breast cancer (MCF-7) cells",2019,"Oncotarget",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061281326&partnerID=40&md5=6b64ac1bcf98e6875cd64cfc36bab81f","Curcumin delivery to cancer cells is challenging due to its hydrophobic nature, low bio distribution and low availability. Many nano vehicles suffer from low stability and toxicity, and hence the prerequisite of a non-toxic nano vehicle with effective drug delivery is still being delved. The present study investigates the delivery efficiency of curcumin with non-spherical mesoporous silica nanoparticles (MSNAs). Their mechanism of drug delivery and signalling proteins activated to induce apoptosis was further explored in MCF-7 cells. A non-spherical MSN was synthesised, functionalised with PEI (MSNAP) and analysed its intracellular behaviour. Our result indicates that MSNAP was non-toxic until 20 µg/mL and likely localizes in cytoplasmic vesicles. On contrast, well-known MCM-41P induced autophagosome formation, indicating cellular toxicity. Curcumin was loaded on MSNAP and its effectiveness in inducing cell death was studied in MCF-7 and in MCF-7R cells. Curcumin loading on MSNAP induces better cell death with 30 µM curcumin, better than unbounded curcumin. Western blot analysis suggest, curcumin induce apoptosis through the activation of caspase 9, 6, 12, PARP, CHOP and PTEN. The cell survival protein Akt1 was downregulated by curcumin with and without the nanostructure. Interestingly, cleaved caspase 9 was activated in higher amount in nano-conjugated curcumin compared to the free curcumin. But other ER resident protein like IRE1α, PERK and GRP78 were downregulated indicating curcumin disturbs ER homeostasis. Further, electron microscopic analysis reveled that nanocurcumin induced apoptosis by disrupting mitochondria and nucleus. Our results with doxorubicin resistant MCF-7 cell lines confirm nanodelivery of doxorubicin and curcumin sensitised cells effectively at lesser concentration. Further docking studies of curcumin indicate it interacts with the apoptotic proteins through hydrogen bonding formation and with higher binding energy. Harini et al. This is an open-access article distributed under the terms of the Creative Commons Attribution License 3.0 (CC BY 3.0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","Final",,2-s2.0-85061281326
"Ha R., Chang P., Mutasa S., Karcich J., Goodman S., Blum E., Kalinsky K., Liu M.Z., Jambawalikar S.","36137024800;57192687394;56060604800;57202847796;57200587161;57203684667;16309318000;57203289420;6507408536;","Convolutional Neural Network Using a Breast MRI Tumor Dataset Can Predict Oncotype Dx Recurrence Score",2019,"Journal of Magnetic Resonance Imaging",,"10.1002/jmri.26244","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052653638&doi=10.1002%2fjmri.26244&partnerID=40&md5=6eae6470b892cd0167403214bc652173","Background: Oncotype Dx is a validated genetic analysis that provides a recurrence score (RS) to quantitatively predict outcomes in patients who meet the criteria of estrogen receptor positive / human epidermal growth factor receptor-2 negative (ER+/HER2–)/node negative invasive breast carcinoma. Although effective, the test is invasive and expensive, which has motivated this investigation to determine the potential role of radiomics. Hypothesis: We hypothesized that convolutional neural network (CNN) can be used to predict Oncotype Dx RS using an MRI dataset. Study Type: Institutional Review Board (IRB)-approved retrospective study from January 2010 to June 2016. Population: In all, 134 patients with ER+/HER2– invasive ductal carcinoma who underwent both breast MRI and Oncotype Dx RS evaluation. Patients were classified into three groups: low risk (group 1, RS &lt;18), intermediate risk (group 2, RS 18–30), and high risk (group 3, RS &gt;30). Field Strength/Sequence: 1.5T and 3.0T. Breast MRI, T 1 postcontrast. Assessment: Each breast tumor underwent 3D segmentation. In all, 1649 volumetric slices in 134 tumors (mean 12.3 slices/tumor) were evaluated. A CNN consisted of four convolutional layers and max-pooling layers. Dropout at 50% was applied to the second to last fully connected layer to prevent overfitting. Three-class prediction (group 1 vs. group 2 vs. group 3) and two-class prediction (group 1 vs. group 2/3) models were performed. Statistical Tests: A 5-fold crossvalidation test was performed using 80% training and 20% testing. Diagnostic accuracy, sensitivity, specificity, and receiver operating characteristic (ROC) area under the curve (AUC) were evaluated. Results: The CNN achieved an overall accuracy of 81% (95% confidence interval [CI] ± 4%) in three-class prediction with specificity 90% (95% CI ± 5%), sensitivity 60% (95% CI ± 6%), and the area under the ROC curve was 0.92 (SD, 0.01). The CNN achieved an overall accuracy of 84% (95% CI ± 5%) in two-class prediction with specificity 81% (95% CI ± 4%), sensitivity 87% (95% CI ± 5%), and the area under the ROC curve was 0.92 (SD, 0.01). Data Conclusion: It is feasible for current deep CNN architecture to be trained to predict Oncotype DX RS. Level of Evidence: 4. Technical Efficacy: Stage 2. J. Magn. Reson. Imaging 2019;49:518–524. © 2018 International Society for Magnetic Resonance in Medicine","Final",,2-s2.0-85052653638
"Wood A., Shpilrain V., Najarian K., Kahrobaei D.","57203131831;6603904879;57207544312;17434327400;","Private naive bayes classification of personal biomedical data: Application in cancer data analysis",2019,"Computers in Biology and Medicine",,"10.1016/j.compbiomed.2018.11.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059820470&doi=10.1016%2fj.compbiomed.2018.11.018&partnerID=40&md5=90177aa773d9ce36a4928c3be64a6c90","Clinicians would benefit from access to predictive models for diagnosis, such as classification of tumors as malignant or benign, without compromising patients’ privacy. In addition, the medical institutions and companies who own these medical information systems wish to keep their models private when in use by outside parties. Fully homomorphic encryption (FHE) enables computation over encrypted medical data while ensuring data privacy. In this paper we use private-key fully homomorphic encryption to design a cryptographic protocol for private Naive Bayes classification. This protocol allows a data owner to privately classify his or her information without direct access to the learned model. We apply this protocol to the task of privacy-preserving classification of breast cancer data as benign or malignant. Our results show that private-key fully homomorphic encryption is able to provide fast and accurate results for privacy-preserving medical classification. © 2019 Elsevier Ltd","Final",,2-s2.0-85059820470
"Yemul K.S., Zysk A.M., Richardson A.L., Tangella K.V., Jacobs L.K.","56020169100;6506699674;7402533820;6504248326;7202388177;","Interpretation of Optical Coherence Tomography Images for Breast Tissue Assessment",2019,"Surgical Innovation",,"10.1177/1553350618803245","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059300997&doi=10.1177%2f1553350618803245&partnerID=40&md5=739cf68861c02fc426b3bb86ab7ab133","Purpose. Initial studies have shown that optical coherence tomography (OCT) is an effective margin-evaluation tool for breast-conserving surgery, but methods for the interpretation of breast OCT images have not been directly studied. In this work, breast pathologies were assessed with a handheld OCT probe. OCT images and corresponding histology were used to develop guidelines for the identification of breast tissue features in OCT images. Methods. Mastectomy and breast-conserving surgery specimens from 26 women were imaged with a handheld OCT probe. During standard pathology specimen dissection, representative 1-cm × 1-cm tissue regions were grossly identified, assessed with OCT, inked for orientation and image-matching purposes, and processed. Histology slides corresponding to the OCT image region were digitally photographed. OCT and histology images from the same region were paired by selecting the best structural matches. Results. In total, 2880 OCT images were acquired from 26 breast specimens (from 26 patients) and 48 matching OCT-histology image pairs were identified. These matched image pairs illustrate tissue types including adipose tissue, dense fibrosis, fibroadipose tissue, blood vessels, regular and hyperplastic ducts and lobules, cysts, cyst, fibroadenoma, invasive ductal carcinoma, invasive lobular carcinoma, ductal carcinoma in situ, calcifications, and biopsy cavities. Differentiation between pathologies was achieved by considering feature boundaries, interior appearance, posterior shadowing or enhancement, and overall morphologic patterns. Conclusions. This is the first work to systematically catalog the critical features of breast OCT images. The results indicate that OCT can be used to identify and distinguish between benign and malignant features in human breast tissue. © The Author(s) 2018.","Final",,2-s2.0-85059300997
"Cappello N.M., Richetelli D., Lee C.I.","55951523900;57205512971;55644003749;","The Impact of Breast Density Reporting Laws on Women's Awareness of Density-Associated Risks and Conversations Regarding Supplemental Screening With Providers",2019,"Journal of the American College of Radiology",1,"10.1016/j.jacr.2018.08.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060353778&doi=10.1016%2fj.jacr.2018.08.009&partnerID=40&md5=9492cd06180db7f9e0c92f146028add2","Objective: We conducted a national survey to understand the impact of state-level density reporting laws on women's level of density risk awareness and their engagement in conversations with providers regarding supplemental screening. Methods: In all, 1,500 US women aged 40 to 74 years who obtained a mammogram within 2 years were surveyed in February 2018. The sampling design yielded 300 respondents in each of five groups categorized based on density reporting law features. Women were asked about their breast density-related knowledge, importance of being notified, and sources of information and if conversations with providers regarding density and supplemental screening occurred. Survey results were compared across groups and between women residing in states with versus without density laws. Results: The majority of respondents in all groups felt that it is important for women to know their breast density type (range, 85%-90%). Women were most likely informed of breast density type by a health care provider (range, 68%-72%), followed by the mammography result letter (range, 48%-68%), and then a radiologist (range, 46%-61%). Women from states with a density law were significantly more likely to have learned of their breast tissue type from a mammogram results letter (60% versus 48%, P =.011) and discuss supplemental screening (67% versus 53%, respectively; P =.008) than women from states without a law. Conclusion: State-level density reporting laws are associated with increased breast density awareness and increased likelihood of conversations between women and their providers regarding supplemental screening. © 2018 American College of Radiology","Final",Open Access,2-s2.0-85060353778
"Singh H., Wale D.J., Wong K.K., Gross M.D., Viglianti B.L.","57205310845;56376146100;55084112500;35482811400;6507742164;","Synchronous Metastatic Breast Carcinoma and Parathyroid Adenoma on 18 F-FDG PET/CT and 99m Tc-Sestamibi Imaging",2019,"Clinical Nuclear Medicine",,"10.1097/RLU.0000000000002380","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059501506&doi=10.1097%2fRLU.0000000000002380&partnerID=40&md5=d44e32ea0c672309de70ddde802e2d91","In addition to nuclear cardiac and breast imaging, 99m Tc-sestamibi scintigraphy is often used to localize parathyroid adenomas. 18 F- fluorodeoxyglucose (FDG) PET is heavily utilized in oncology, although its use in identifying parathyroid adenomas is limited. We describe a case of a 57-year-old woman who underwent parathyroid scintigraphy and 18 F-FDG PET/CT in the same week due to hyperparathyroidism and an enlarging breast mass, respectively. A right paratracheal mediastinal mass that otherwise would be suspicious for nodal metastases by CT alone was correctly identified to be an ectopic parathyroid adenoma using a combination of the nuclear medicine studies performed. © 2018 Wolters Kluwer Health, Inc. All rights reserved.","Final",,2-s2.0-85059501506
"Zhao Z.-L., Xia L., Zhao C., Yao J.","57205640038;57205652056;57205651341;55499273300;","ATM rs189037 (G > A) polymorphism increased the risk of cancer: An updated meta-analysis",2019,"BMC Medical Genetics",,"10.1186/s12881-019-0760-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060940248&doi=10.1186%2fs12881-019-0760-8&partnerID=40&md5=9d0031823a8c25316e5cf1a23dfae1d8","Background: Rs189037 (G > A) is a functional single nucleotide polymorphism (SNP) in the Ataxia-telangiectasia mutated (ATM) gene that may be associated with the risk of cancer. We performed a meta-analysis to determine whether rs189037 polymorphism influences the occurrence of cancer and examined the relationship between this SNP and the etiology of cancer. Methods: Case-control studies were retrieved from literature databases in accordance with established inclusion criteria. Odds ratios (ORs) and 95% confidence intervals (CIs) were calculated to evaluate the strength of the association between rs189037 and cancer. Subgroup analysis and sensitivity analysis also were performed. Results: After inclusion criteria were met, fifteen studies - comprising 8660 patients with cancer (cases) and 9259 controls - were included in this meta-analysis. Summary results indicated that an association was found between rs189037 and cancer risk. In the dominant model, the pooled OR using a random effects model was 1.207 (95% CI, 1.090-1.337; P < 0.001). The A allele of rs189037 increased the risk of lung cancer, breast cancer, and oral cancer. Results of subgroup analysis by ethnicity indicated that the SNP was associated with the risk of cancer among East Asian and Latino, but not Caucasian. Conclusions: Results of this meta-analysis suggest that rs189037 is associated with the occurrence of lung cancer, breast cancer, and oral cancer as the risk factor. These data provide possible avenues for future case-control studies related to cancer. © 2019 The Author(s).","Final",Open Access,2-s2.0-85060940248
"Speidell A.P., Demby T., Lee Y., Rodriguez O., Albanese C., Mandelblatt J., Rebeck G.W.","50162557500;57204112424;35354927900;7103218925;7103014769;7004536140;7005763538;","Development of a Human APOE Knock-in Mouse Model for Study of Cognitive Function After Cancer Chemotherapy",2019,"Neurotoxicity Research",,"10.1007/s12640-018-9954-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054492546&doi=10.1007%2fs12640-018-9954-7&partnerID=40&md5=cc631069d705348d02a345cdba891a65","Cancer-related cognitive impairment in breast cancer patients exposed to multi-agent chemotherapy regimens is associated with the apolipoprotein E4 (APOE4) allele. However, it is difficult to determine the effects of specific agents on cognitive impairment in human studies. We describe the development of a human APOE knock-in congenic C57BL/6J mouse model to study cancer-related cognitive impairment. Female APOE3 and APOE4 homozygous mice were either left untreated or treated with the most commonly used breast cancer therapeutic agent, doxorubicin. APOE3 and APOE4 mice had similar behaviors in exploratory and anxiety assays, which were affected transiently by doxorubicin treatment. Spatial learning and memory were measured in a Barnes maze: after 4 days of training, control APOE3 and APOE4 mice were able to escape with similar latencies. In contrast, doxorubicin-treated APOE4 mice had markedly impaired learning compared to doxorubicin-treated APOE3 mice at all time points. Voxel-based morphometry of magnetic resonance images revealed that doxorubicin treatment caused significant changes in the cortex and hippocampus of in both APOE3 and APOE4 mouse brains, but the differences were significantly greater in the APOE4 brains. The results indicate that doxorubicin-exposed APOE4 mice recapitulate key aspects of human cancer-related cognitive impairment. These data support the usefulness of this novel preclinical model for future elucidation of the genetic and molecular interactions of APOE genotype with chemotherapy; this model can also allow extension to prospective studies of older mice to study these interactions in the context of aging. © 2018, Springer Science+Business Media, LLC, part of Springer Nature.","Final",,2-s2.0-85054492546
"Layman R.M.","15842067500;","CDK4/6 inhibitors for advanced hormone receptor–positive breast cancer, 2019 and beyond",2019,"JNCCN Journal of the National Comprehensive Cancer Network",,"10.6004/jnccn.2018.7271","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061983865&doi=10.6004%2fjnccn.2018.7271&partnerID=40&md5=9ee129a611db79facd22770484928268",[No abstract available],"Final",Open Access,2-s2.0-85061983865
"Burstein H.J., Lacchetti C., Griggs J.J.","57204299415;6506416641;7006541688;","Adjuvant Endocrine Therapy for Women With Hormone Receptor-Positive Breast Cancer: ASCO Clinical Practice Guideline Focused Update",2019,"Journal of oncology practice",,"10.1200/JOP.18.00617","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061562329&doi=10.1200%2fJOP.18.00617&partnerID=40&md5=16d0f1f0607ecee123819ad4744b7291",[No abstract available],"Final",,2-s2.0-85061562329
"Thomas S.N., Hovick S.R., Tan N., Sturm A.C., Sweet K.","57205149911;37097385600;57205143167;12765239000;6603830603;","How Online Family History Tool Design and Message Content Impact User Perceptions: An Examination of Family Health Link",2019,"Public Health Genomics",,"10.1159/000493847","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058785211&doi=10.1159%2f000493847&partnerID=40&md5=534188d399186b069fd3699b96ce52b2","Background: Family health history tools have the ability to improve health outcomes and promote patient-provider communication, but some research suggests their effectiveness is limited. Tool design features may heavily influence users' perceptions of the tools. Aims: This study provides a summative evaluation of the Family HealthLink tool, which assesses cancer and coronary heart disease risk based on personal and family health history, to better understand how tool design and message content impact user perceptions. Method: User observations and semi-structured interviews were conducted with breast cancer patients (n = 16) and support persons (n = 18) at an academic comprehensive breast center. Results: The users responded positively to many of Family HealthLink's features, but they noted that it lacked a modern design. The participants felt much of the risk information was too generic and did not account for lifestyle factors. The users also did not consistently interpret the qualitative risk assessments provided by Family HealthLink. Conclusion: Our data analysis suggests that certain aspects of the Family HealthLink tool could be executed more effectively to take fuller advantage of opportunities for online personalization. © 2018 S. Karger AG, Basel.","Final",,2-s2.0-85058785211
"Das S., Bailey S.K., Metge B.J., Hanna A., Hinshaw D.C., Mota M., Forero-Torres A., Chatham J.C., Samant R.S., Shevde L.A.","57188557619;8314248400;6504478903;56754744400;57204631413;57204636787;8707082500;7003965184;7004290985;35549568000;","O-GlcNAcylation of GLI transcription factors in hyperglycemic conditions augments Hedgehog activity",2019,"Laboratory Investigation",,"10.1038/s41374-018-0122-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056451431&doi=10.1038%2fs41374-018-0122-8&partnerID=40&md5=5d67cdc9bc31c22f534232158fe66699","Modification of proteins by O-linked β-N-acetylglucosamine (O-GlcNAc) promotes tumor cell survival, proliferation, epigenetic changes, angiogenesis, invasion, and metastasis. Here we demonstrate that in conditions of elevated glucose, there is increased expression of key drug resistance proteins (ABCB1, ABCG2, ERCC1, and XRCC1), all of which are regulated by the Hedgehog pathway. In elevated glucose conditions, we determined that the Hedgehog pathway transcription factors, GLI1 and GLI2, are modified by O-GlcNAcylation. This modification functionally enhanced their transcriptional activity. The activity of GLI was enhanced when O-GlcNAcase was inhibited, while inhibiting O-GlcNAc transferase caused a decrease in GLI activity. The metabolic impact of hyperglycemic conditions impinges on maintaining PKM2 in the less active state that facilitates the availability of glycolytic intermediates for biosynthetic pathways. Interestingly, under elevated glucose conditions, PKM2 directly influenced GLI activity. Specifically, abrogating PKM2 expression caused a significant decline in GLI activity and expression of drug resistance proteins. Cumulatively, our results suggest that elevated glucose conditions upregulate chemoresistance through elevated transcriptional activity of the Hedgehog/GLI pathway. Interfering in O-GlcNAcylation of the GLI transcription factors may be a novel target in controlling cancer progression and drug resistance of breast cancer. © 2018, United States & Canadian Academy of Pathology.","Final",,2-s2.0-85056451431
"Greenberg S.A., Kong S.W., Thompson E., Gulla S.V.","57206192393;57206183421;57206182397;57193611681;","Co-inhibitory T cell receptor KLRG1: Human cancer expression and efficacy of neutralization in murine cancer models",2019,"Oncotarget",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061576713&partnerID=40&md5=8cb8285f699fbf5e55e8635a42782e2b","Background: KLRG1 is a lymphocyte co-inhibitory, or immune checkpoint, receptor expressed predominantly on late-differentiated effector and effector memory CD8+ T and NK cells. Targeting of KLRG1 neutralization in murine cancer models has not previously been reported. Methods: We studied KLRG1 expression in human blood and tumor samples from available genomic datasets. Anti-KLRG1 neutralizing antibody was studied in the murine 4T1 breast cancer as monotherapy, and in the MC38 colon cancer and B16F10 melanoma models as combination therapy with anti-PD-1 antibody. Results: In human blood and tumor samples, KLRG1 expression is aligned with cytotoxic T and NK cell differentiation, and upregulated in human tumor samples after a variety of therapies, potentially contributing to adaptive resistance. In in vivo murine models, anti-KLRG1 antibody monotherapy in the 4T1 breast cancer model reduced lung metastases (decreased lung weights p=0.04; decreased nodule count p=0.002), while anti-KLRG1 + anti-PD-1 combination therapy in the MC38 colon cancer and B16F10 melanoma models produced synergistic benefit greater than anti-PD-1 alone for tumor volume (MC38 p=0.01; B16F10 p=0.007) and survival (MC38 p=0.02; B16F10 p=0.002). Conclusions: These studies provide the first evidence that inhibition of the KLRG1 pathway enhances immune control of cancer in murine models, and provide target validation for KLRG1 targeting of human cancer. The mechanism of efficacy of KLRG1 blockade in murine models remains to be determined. © Greenberg et al. This is an open-access article distributed under the terms of the Creative Commons Attribution License 3.0 (CC BY 3.0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","Final",,2-s2.0-85061576713
"Lewis F.M., Griffith K.A., Alzawad Z., Dawson P.L., Zahlis E.H., Shands M.E.","7202262571;57205214343;57191623347;57205218468;6603285887;6506100142;","Helping Her Heal: Randomized clinical trial to enhance dyadic outcomes in couples",2019,"Psycho-Oncology",,"10.1002/pon.4966","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059115335&doi=10.1002%2fpon.4966&partnerID=40&md5=239eeb6a14be36c990ef2620dfdd526c","Objective: The objective of this study was to test the short-term efficacy of a brief, fully manualized marital communication and interpersonal support intervention for couples facing recently diagnosed breast cancer. Methods: A total of 322 women diagnosed within 6 months with stages 0 to III breast cancer and their 322 spouse caregivers were enrolled. Spouses in the experimental group received five 30- to 60-minute intervention sessions at 2-week intervals by master's-prepared patient educators; controls received the booklet, “What's Happening to the Woman I Love?” Outcomes were assessed at 3, 6, and 9 months using the linear mixed models within an intent-to-treat analysis. Results: Compared with controls, at 3 months, spouse caregivers significantly improved on standardized measures of depressed mood, anxiety, cancer-related marital communication, interpersonal support, and self-care. All differences except depressed mood and anxiety were sustained at 9 months. Wives significantly improved at 3 months on marital communication and positive appraisal of spouses' interpersonal support; gains remained significant at 9 months. Compared with controls on chemotherapy, wives in the experimental group additionally improved on depressed mood and tended to improve on anxiety. Conclusions: A brief, fully manualized intervention delivered directly to spouse caregivers early in the course of their wives' medical treatment improves caregivers' self-care and behavioral-emotional adjustment and wives' positive view of their spouses' support and communication. The brevity and manualized structure of the intervention argue strongly for its scalability, use in cost-sensitive settings, and its potential dissemination through e-health channels. © 2018 John Wiley & Sons, Ltd.","Final",,2-s2.0-85059115335
